"Localization Key","English","Polish"
"PF2E.WeaponCustomDamageTitle","This section adds any custom damage that is not covered by the Rune system. The Strike Effect and Critical Effect attributes are not currently used in the system and are informational only.","Ta sekcja dodaje niestandardowe obrażenie nieobjęte systemem run. Atrybuty Efekt Ciosu i Efekt Krytyczny nie są obecnie używane w systemie i stanowią jedynie funkcję informacyjną."
"PF2E.WeaponDamageLabel","Base Damage","Podstawowe Obrażenia"
"PF2E.WeaponGroupAxe","Axe","Topór"
"PF2E.WeaponGroupBomb","Bomb","Bomba"
"PF2E.WeaponGroupBow","Bow","Łuk"
"PF2E.WeaponGroupBrawling","Brawling","Ręczna"
"PF2E.WeaponGroupClub","Club","Pałka"
"PF2E.WeaponGroupDart","Dart","Rzutka"
"PF2E.WeaponGroupFirearm","Firearm","Broń Palna"
"PF2E.WeaponGroupFlail","Flail","Kiścień"
"PF2E.WeaponGroupHammer","Hammer","Młot"
"PF2E.WeaponGroupKnife","Knife","Nóż"
"PF2E.WeaponGroupLabel","Group","Grupa"
"PF2E.WeaponGroupPick","Pick","Nadziak"
"PF2E.WeaponGroupPolearm","Polearm","Drzewcowa"
"PF2E.WeaponGroupShield","Shield","Tarcza"
"PF2E.WeaponGroupSling","Sling","Proca"
"PF2E.WeaponGroupSpear","Spear","Włócznia"
"PF2E.WeaponGroupSword","Sword","Miecz"
"PF2E.WeaponGroups","Weapon Groups","Grupy Broni"
"PF2E.WeaponHands1","One","Jedna"
"PF2E.WeaponHands1Plus","One Plus","Półtora"
"PF2E.WeaponHands2","Two","Dwie"
"PF2E.WeaponMAPDefaultOption","Default (uses Agile trait if present)","Domyślna (używa cechy Chyżość jeśli dostępna)"
"PF2E.WeaponMAPLabel","Multiple Attack Penalty","Kara za Wielokrotny Atak"
"PF2E.WeaponPotencyRune1","Weapon Potency (+1)","Potencji Broni (+1)"
"PF2E.WeaponPotencyRune2","Weapon Potency (+2)","Potencji Broni (+2)"
"PF2E.WeaponPotencyRune3","Weapon Potency (+3)","Potencji Broni (+3)"
"PF2E.WeaponPotencyRune4","Weapon Potency (+4)","Potencji Broni (+4)"
"PF2E.WeaponPropertyCriticalDamageLabel","Critical Damage","Obrażenia Krytyczne"
"PF2E.WeaponPropertyCriticalEffectLabel","Critical Effect","Efekt Krytyczny"
"PF2E.WeaponPropertyRune.anarchic.Name","Anarchic","Anarchii"
"PF2E.WeaponPropertyRune.anarchic.Note.criticalSuccess","When you critically succeed at a Strike with this weapon against a lawful creature, roll [[/r 1d6 #Anarchic Rune]]. On a 1 or 2, you deal double minimum damage; on a 3 or 4, double your damage normally; on a 5 or 6, you deal double maximum damage.","Kiedy krytycznie trafisz tą bronią praworządną istotę, rzuć [[/r 1d6 #Runa Anarchii]]{1k6}. Przy wyniku 1 lub 2, zadajesz podwójną liczbę minimalnych obrażeń ataku; przy 3 lub 4 rzucasz obrażenia krytyczne normalnie; przy 5 lub 6, zadajesz podwójną liczbę maksymalnych obrażeń ataku."
"PF2E.WeaponPropertyRune.ancestralEchoing.Name","Ancestral Echoing","Echa Przodków"
"PF2E.WeaponPropertyRune.anchoring.Name","Anchoring","Kotwiczenia"
"PF2E.WeaponPropertyRune.anchoring.Note.criticalSuccess","If you critically hit a target with an anchoring weapon, the weapon casts <em>@UUID[Compendium.pf2e.spells-srd.Item.ksLCg62cLOojw3gN]{Dimensional Anchor}</em> on the target (@Check[type:will|dc:27|name:Anchoring Rune], counteract modifier [[/r 1d20+17 # Anchoring Rune Counteract Check]]{+17}).","Kiedy trafisz krytycznie za pomocą broni z runą kotwiczącą, rzuca ona na cel <em>@UUID[Compendium.pf2e.spells-srd.Item.ksLCg62cLOojw3gN]{Kotwicę Wymiarową}</em> (@Check[type:will|dc:27|name:Anchoring Rune], modyfikator przeciwdziałania [[/r 1d20+17 #Test przeciwdziałania Runie Kotwiczenia]]{+17})"
"PF2E.WeaponPropertyRune.ashen.Name","Ashen","Popielna"
"PF2E.WeaponPropertyRune.ashen.Note.success","This ash clouds the senses, causing the creature to become confused for 1 round unless it succeeds at a @Check[type:will|dc:25] save.","Popiół zakłóca zmysły ofiary, powodując dezorientację na 1 rundę, chyba że zda ona rzut obronny @Check[type:will|dc:25]."
"PF2E.WeaponPropertyRune.authorized.Name","Authorized","Autoryzacji"
"PF2E.WeaponPropertyRune.axiomatic.Name","Axiomatic","Aksjomatu"
"PF2E.WeaponPropertyRune.axiomatic.Note.criticalSuccess","When you critically succeed at an attack roll with this weapon against a chaotic creature, instead of rolling, count each weapon damage die as average damage rounded up (3 for d4, 4 for d6, 5 for d8, 6 for d10, 7 for d12).","Kiedy krytycznie trafisz tą bronią chaotyczną istotę, zamiast rzucać na obrażenia policz każdą kość tak jakby wypadła na niej średnia zaokrąglona w górę (3 na k4, 4 na k6, 5 for d8, 6 na k10, 7 na k12)."
"PF2E.WeaponPropertyRune.bane.Name","Bane","Zmory"
"PF2E.WeaponPropertyRune.bloodbane.Name","Bloodbane","Krwawej Pomsty"
"PF2E.WeaponPropertyRune.bloodthirsty.Name","Bloodthirsty","Krwiopijcy"
"PF2E.WeaponPropertyRune.bloodthirsty.Note.criticalSuccess","When you critically hit a target that's taking @UUID[Compendium.pf2e.conditionitems.Item.lDVqvLKA6eF3Df60]{Persistent Bleed Damage}, your target becomes @UUID[Compendium.pf2e.conditionitems.Item.4D2KBtexWXa6oUMR]{Drained 1}.","Kiedy trafisz krytycznie cel odnoszący @UUID[Compendium.pf2e.conditionitems.Item.lDVqvLKA6eF3Df60]{Trwałe Obrażenia od Krwawienia}, cel ataku zostaje @UUID[Compendium.pf2e.conditionitems.Item.4D2KBtexWXa6oUMR]{Wyniszczony 1}."
"PF2E.WeaponPropertyRune.brilliant.Name","Brilliant","Światłości"
"PF2E.WeaponPropertyRune.brilliant.Note.criticalSuccess","On a critical hit, the target must succeed at a @Check[type:fortitude|dc:29|name:Brilliant Rune] save or be @UUID[Compendium.pf2e.conditionitems.Item.XgEqL1kFApUbl5Z2]{Blinded} for 1 round.","Przy trafieniu krytycznym cel musi zdać rzut obronny @Check[type:fortitude|dc:29|name:Runa Światłości] albo zostaje @UUID[Compendium.pf2e.conditionitems.Item.XgEqL1kFApUbl5Z2]{Oślepiony} na 1 rundę."
"PF2E.WeaponPropertyRune.called.Name","Called","Przywołania"
"PF2E.WeaponPropertyRune.coating.Name","Coating","Powlekania"
"PF2E.WeaponPropertyRune.conducting.Name","Conducting","Przewodzenia"
"PF2E.WeaponPropertyRune.corrosive.Name","Corrosive","Korozji"
"PF2E.WeaponPropertyRune.corrosive.Note.criticalSuccess","On a critical hit, the target's armor (if any) takes [[/r 3d6[acid] #Corrosive Rune]]{3d6 acid} damage (before applying Hardness); if the target has a shield raised, the shield takes this damage instead.","Przy trafieniu krytycznym pancerz celu (jeśli cel takowy posiada) otrzymuje [[/r 3d6[acid] #Runa Korozji]]{3k6 obrażeń od kwasu} (przez wliczeniem jego Twardości); jeśli cel ma wzniesioną tarczę, zamiast tego to ona odnosi te obrażenia."
"PF2E.WeaponPropertyRune.crushing.Name","Crushing","Miażdżenia"
"PF2E.WeaponPropertyRune.crushing.Note.criticalSuccess","When you critically hit a target with this weapon, your target becomes @UUID[Compendium.pf2e.conditionitems.Item.i3OJZU2nk64Df3xm]{Clumsy 1} and @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 1} until the end of your next turn. @UUID[Compendium.pf2e.equipment-effects.Item.zNHvhwHsC8ckhKVp]{Effect: Crushing}","Przy trafieniu krytycznym cel staje się @UUID[Compendium.pf2e.conditionitems.Item.i3OJZU2nk64Df3xm]{Niezdarny 1} oraz @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiony 1} do końca twojej następnej tury. @UUID[Compendium.pf2e.equipment-effects.Item.zNHvhwHsC8ckhKVp]{Efekt: Runa Miażdżenia}"
"PF2E.WeaponPropertyRune.cunning.Name","Cunning","Przebiegłości"
"PF2E.WeaponPropertyRune.dancing.Name","Dancing","Tańca"
"PF2E.WeaponPropertyRune.deathdrinking.Name","Deathdrinking","Śmierciospijania"
"PF2E.WeaponPropertyRune.demolishing.Name","Demolishing","Dewastacji"
"PF2E.WeaponPropertyRune.disrupting.Name","Disrupting","Rozproszenia"
"PF2E.WeaponPropertyRune.disrupting.Note.criticalSuccess","On a critical hit, the undead is also @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 1} until the end of your next turn.","Przy trafieniu krytycznym nieumarła istota jest też @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiona1} do końca twojej następnej tury."
"PF2E.WeaponPropertyRune.earthbinding.Name","Earthbinding","Uziemienia"
"PF2E.WeaponPropertyRune.energizing.Name","Energizing","Energetyzacji"
"PF2E.WeaponPropertyRune.extending.Name","Extending","Rozciągnięcia"
"PF2E.WeaponPropertyRune.fanged.Name","Fanged","Kłów"
"PF2E.WeaponPropertyRune.fearsome.Name","Fearsome","Przerażenia"
"PF2E.WeaponPropertyRune.fearsome.Note.criticalSuccess","When you critically hit with this weapon, the target becomes @UUID[Compendium.pf2e.conditionitems.Item.TBSHQspnbcqxsmjL]{Frightened 1}.","Kiedy trafisz krytycznie tą bronią, cel staje się @UUID[Compendium.pf2e.conditionitems.Item.TBSHQspnbcqxsmjL]{Przerażony 1}."
"PF2E.WeaponPropertyRune.flaming.Name","Flaming","Płomieni"
"PF2E.WeaponPropertyRune.flaming.Note.criticalSuccess","On a critical hit, you deal an additional [[/r 1d10[persistent,fire]]].","Przy trafieniu krytycznym zadajesz dodatkowo [[/r 1d10[persistent,fire] #Runa Płomieni]]{1k10 trwałych obrażeń od ognia}."
"PF2E.WeaponPropertyRune.flurrying.Name","Flurrying","Gradobicia"
"PF2E.WeaponPropertyRune.frost.Name","Frost","Mrozu"
"PF2E.WeaponPropertyRune.frost.Note.criticalSuccess","On a critical hit, the target is also @UUID[Compendium.pf2e.conditionitems.Item.xYTAsEpcJE1Ccni3]{Slowed 1} until the end of your next turn unless it succeeds at a @Check[type:fortitude|dc:24|name:Frost Rune] save.","Przy trafieniu krytycznym, cel jest również @UUID[Compendium.pf2e.conditionitems.Item.xYTAsEpcJE1Ccni3]{Spowolniony 1} aż do końca twojej następnej rundy, chyba że zda rzut obronny @Check[type:fortitude|dc:24|name:Runa Mrozu]."
"PF2E.WeaponPropertyRune.ghostTouch.Name","Ghost Touch","Duchowego Dotyku"
"PF2E.WeaponPropertyRune.ghostTouch.Note","The weapon can harm creatures without physical form. A ghost touch weapon is particularly effective against incorporeal creatures, which almost always have a specific vulnerability to ghost touch weapons. Incorporeal creatures can touch, hold, and wield ghost touch weapons (unlike most physical objects).","Broń może ranić istoty pozbawione fizycznej formy. Broń duchowego dotyku jest szczególnie efektywna w starciu z niematerialnymi istotami, które niemal zawsze mają dedykowaną wrażliwość na bronie duchowego dotyku. Niematerialne istoty mogą dotykać, trzymać czy nawet używać broni duchowego dotyku (w przeciwieństwie do większości innych obiektów)."
"PF2E.WeaponPropertyRune.giantKilling.Name","Giant-Killing","Zabójcy Gigantów"
"PF2E.WeaponPropertyRune.giantKilling.Note.criticalSuccess","On a critical hit with this weapon, the giant is also @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 1} until the end of your next turn.","Przy krytycznym trafieniu tą bronią, gigant zostaje też @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiony 1} do końca twojej następnej tury."
"PF2E.WeaponPropertyRune.greaterAnchoring.Name","Greater Anchoring","Większa Kotwiczenia"
"PF2E.WeaponPropertyRune.greaterAnchoring.Note.criticalSuccess","When you critically hit a target with a weapon with the anchoring rune, the weapon casts 8th-level <em>@UUID[Compendium.pf2e.spells-srd.Item.ksLCg62cLOojw3gN]{Dimensional Anchor}</em> on the target (@Check[type:will|dc:38|name:Greater Anchoring Rune], counteract modifier [[/r 1d20+28 #Greater Anchoring Rune Counteract Check]]{+28}), except that if the target critically succeeds at its Will save, instead of having no effect, the <em>dimensional anchor</em> lasts for 1 round.","Kiedy trafisz krytycznie za pomocą broni z runą kotwiczącą, rzuca ona na cel <em>@UUID[Compendium.pf2e.spells-srd.Item.ksLCg62cLOojw3gN]{Kotwicę Wymiarową}</em> na 8. kręgu (@Check[type:will|dc:38|name:Większa Runa Kotwicząca], modyfikator przeciwdziałania [[/r 1d20+28 #Test przeciwdziałania Większej Runie Kotwiczenia]]{+28}), z tym, że jeśli istota krytycznie zda rzut obronny, <em>kotwica wymiarowa</em> działa 1 rundę zamiast nie zadziałać wcale."
"PF2E.WeaponPropertyRune.greaterAnchoring.Note.success","When you hit a target with the weapon but don't critically hit, the target is affected by 4th-level <em>@UUID[Compendium.pf2e.spells-srd.Item.ksLCg62cLOojw3gN]{Dimensional Anchor}</em> for 1 round without a save (counteract modifier [[/r 1d20+28 #Greater Anchoring Rune Counteract Check]]{+28}).","Kiedy trafisz ciel lecz nie jest to trafienie krytyczne, cel zostaje objęty zaklęciem <em>@UUID[Compendium.pf2e.spells-srd.Item.ksLCg62cLOojw3gN]{Wymiarowej Kotwicy}</em> 4. kręgu na jedną rundę z pominięciem rzutu obronnego (modyfikator przeciwdziałania [[/r 1d20+28 #Test przeciwdziałania Większej Runie Kotwiczenia]]{+28})."
"PF2E.WeaponPropertyRune.greaterAshen.Name","Greater Ashen","Większa Popielna"
"PF2E.WeaponPropertyRune.greaterAshen.Note.success","This ash clouds the senses, causing the creature to become confused for 1 round unless it succeeds at a @Check[type:will|dc:35] save. On a critical failure, the effect lasts for 1 minute.","Popiół zakłóca zmysły ofiary, powodując dezorientację na 1 rundę, chyba że zda ona rzut obronny @Check[type:will|dc:35]. Przy krytycznej porażce efekt dezorientacji trwa 1 minutę."
"PF2E.WeaponPropertyRune.greaterBloodbane.Name","Greater Bloodbane","Większa Krwawej Pomsty"
"PF2E.WeaponPropertyRune.greaterBrilliant.Name","Greater Brilliant","Większa Światłości"
"PF2E.WeaponPropertyRune.greaterBrilliant.Note.criticalSuccess","Damage dealt by this weapon ignores the target's fire, good, or vitality resistance. On a critical hit, the target must succeed at a @Check[type:fortitude|dc:41|name:Greater Brilliant Rune] save or be @UUID[Compendium.pf2e.conditionitems.Item.XgEqL1kFApUbl5Z2]{Blinded} for 1 round.","Obrażenia zadawane przez tę broń ignorują odporności na ogień, dobro czy witalność celu. Przy trafieniu krytycznym cel musi zdać rzut obronny @Check[type:fortitude|dc:41|name:Większa Runa Światłości] lub zostaje @UUID[Compendium.pf2e.conditionitems.Item.XgEqL1kFApUbl5Z2]{Oślepiony} na 1 rundę."
"PF2E.WeaponPropertyRune.greaterBrilliant.Note.success","Damage dealt by this weapon ignores the target's fire, good, or vitality resistance.","Obrażenia zadawane przez tę broń ignorują odporności na ogień, witalność czy obrażenia pozytywne celu."
"PF2E.WeaponPropertyRune.greaterCorrosive.Name","Greater Corrosive","Większa Korozji"
"PF2E.WeaponPropertyRune.greaterCorrosive.Note.criticalSuccess","The acid damage dealt by this weapon ignores the target's acid resistance. On a critical hit, the target's armor (if any) takes [[/r 6d6[acid]]]{6d6 acid} damage (before applying Hardness); if the target has a shield raised, the shield takes this damage instead.","Obrażenia od kwasu zadawane przez tę broń ignorują odporność na kwas celu. Przy trafieniu krytycznym pancerz celu (jeśli cel takowy posiada) otrzymuje [[/r 6d6[acid]#Większa Runa Korozji]]{6k6 obrażeń od kwasu} (przez wliczeniem jego Twardości); jeśli cel ma wzniesioną tarczę, zamiast tego to ona odnosi te obrażenia."
"PF2E.WeaponPropertyRune.greaterCorrosive.Note.success","The acid damage dealt by this weapon ignores the target's acid resistance.","Obrażenia od kwasu zadawane przez tę broń ignorują odporność na kwas celu."
"PF2E.WeaponPropertyRune.greaterCrushing.Name","Greater Crushing","Większa Miażdżenia"
"PF2E.WeaponPropertyRune.greaterCrushing.Note.criticalSuccess","Your critical hits leave the target @UUID[Compendium.pf2e.conditionitems.Item.i3OJZU2nk64Df3xm]{Clumsy 2} and @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 2} until the end of your next turn. @UUID[Compendium.pf2e.equipment-effects.Item.czdEHtLsrUcZxSDx]{Effect: Crushing (Greater)}","Przy trafieniu krytycznym cel staje się @UUID[Compendium.pf2e.conditionitems.Item.i3OJZU2nk64Df3xm]{Niezdarny 2} oraz @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiony 2} do końca twojej następnej tury. @UUID[Compendium.pf2e.equipment-effects.Item.czdEHtLsrUcZxSDx]{Efekt: Runa Miażdżenia (Większa)}"
"PF2E.WeaponPropertyRune.greaterDisrupting.Name","Greater Disrupting","Większa Rozproszenia"
"PF2E.WeaponPropertyRune.greaterDisrupting.Note.criticalSuccess","On a critical hit, the undead creature must attempt a @Check[type:fortitude|dc:34|traits:incapacitation|name:Greater Disrupting Rune] save with the following effects. This is an incapacitation effect.<br /><strong>Critical Success</strong> It's @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 1} until the end of your next turn.<br /><strong>Success</strong> It's @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 2} until the end of your next turn.<br /><strong>Failure</strong> It's @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 3} until the end of your next turn.<br /><strong>Critical Failure</strong> It's destroyed.","Przy trafieniu krytycznym nieumarła istota musi wykonać rzut obronny @Check[type:fortitude|dc:34|traits:incapacitation|name:Większa Runa Rozproszenia] z poniższym efektem. Jest to efekt obezwładniający.<br /><strong>Krytyczny Sukces</strong> Zostaje @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiona 1} do końca twojej następnej tury.<br /><strong>Sukces</strong> Zostaje @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiona 2} do końca twojej następnej tury.<br /><strong>Porażka</strong> Zostaje @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiona 3} do końca twojej następnej tury.<br /><strong>Krytyczna Porażka</strong> Zostaje zniszczona."
"PF2E.WeaponPropertyRune.greaterExtending.Name","Greater Extending","Większa Rozciągnięcia"
"PF2E.WeaponPropertyRune.greaterFanged.Name","Greater Fanged","Większa Kłów"
"PF2E.WeaponPropertyRune.greaterFearsome.Name","Greater Fearsome","Większa Przerażenia"
"PF2E.WeaponPropertyRune.greaterFearsome.Note.criticalSuccess","When you critically hit with this weapon, the target becomes @UUID[Compendium.pf2e.conditionitems.Item.TBSHQspnbcqxsmjL]{Frightened 2}.","Kiedy trafisz krytycznie tą bronią, cel staje się @UUID[Compendium.pf2e.conditionitems.Item.TBSHQspnbcqxsmjL]{Przerażony 2}."
"PF2E.WeaponPropertyRune.greaterFlaming.Name","Greater Flaming","Większa Płomieni"
"PF2E.WeaponPropertyRune.greaterFlaming.Note.criticalSuccess","Fire damage dealt by this weapon (including the persistent fire damage) ignores the target's fire resistance.","Obrażenia od ognia zadane przez tę broń (wliczając w to trwałe obrażenia od ognia) ignorują odporność na ogień celu."
"PF2E.WeaponPropertyRune.greaterFlaming.Note.success","Fire damage dealt by this weapon ignores the target's fire resistance.","Obrażenia od ognia zadane przez tę broń ignorują odporność na ogień celu."
"PF2E.WeaponPropertyRune.greaterFrost.Name","Greater Frost","Większa Mrozu"
"PF2E.WeaponPropertyRune.greaterFrost.Note.criticalSuccess","Cold damage dealt by this weapon ignores the target's cold resistance. On a critical hit, the target is also @UUID[Compendium.pf2e.conditionitems.Item.xYTAsEpcJE1Ccni3]{Slowed 1} until the end of your next turn unless it succeeds at a @Check[type:fortitude|dc:34|name:Greater Frost Rune] save.","Obrażenia od zimna zadawane przez tą broń ignorują odporność na zimno celu. Przy trafieniu krytycznym, cel jest również @UUID[Compendium.pf2e.conditionitems.Item.xYTAsEpcJE1Ccni3]{Spowolniony 1} aż do końca twojej następnej rundy, chyba że zda rzut obronny @Check[type:fortitude|dc:34|name:Większa Runa Mrozu]."
"PF2E.WeaponPropertyRune.greaterFrost.Note.success","Cold damage dealt by this weapon ignores the target's cold resistance.","Obrażenia od zimna zadawane przez tą broń ignorują odporność na zimno celu."
"PF2E.WeaponPropertyRune.greaterGiantKilling.Name","Greater Giant-Killing","Większa Zabójcy Gigantów"
"PF2E.WeaponPropertyRune.greaterGiantKilling.Note.success","Mental damage dealt by this weapon ignores the target's mental resistance.","Mentalne obrażenia zadawane przez tę broń ignorują odporność celu."
"PF2E.WeaponPropertyRune.greaterGiantKilling.Note.criticalSuccess","On a critical hit with this weapon, the giant must attempt a @Check[type:fortitude|dc:34] with the following effects.<br /><strong>Critical Success</strong> The giant is @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 1} until the end of your next turn.<br /><strong>Success</strong> The giant is @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 2} until the end of your next turn and takes @Damage[1d10[mental]].<br /><strong>Failure</strong> The giant is @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 2} for the next minute and takes @Damage[2d10[mental]].<br/><strong>Critical Failure</strong> The giant is @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Enfeebled 4} for the next minute and takes @Damage[4d10[mental]].","Przy krytycznym trafieniu tą bronią, gigant musi wykonać @Check[type:fortitude|dc:34] o poniższym efekcie.<br /><strong>Krytyczny Sukces</strong> Gigant jest @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiony 1} do końca twojej następnej tury.<br /><strong>Sukces</strong> Gigant jest @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiony 2} do końca twojej następnej tury i odnosi @Damage[1d10[mental]].<br /><strong>Porażka</strong> Gigant jest @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiony 2} na następną minutę i odnosi @Damage[2d10[mental]].<br/><strong>Krytyczna Porażka</strong> Gigant jest @UUID[Compendium.pf2e.conditionitems.Item.MIRkyAjyBeXivMa7]{Osłabiony 4} na następną minutę i odnosi @Damage[4d10[mental]]."
